time_s,mode,person_id,x_m,y_m,z_m,state,activity
12.5,projection_mode,11,6.149,5.45,0.04,sitting,projection
12.5,projection_mode,12,7.843,5.45,0.04,sitting,projection
12.5,projection_mode,13,1.464,6.35,0.04,sitting,projection
12.5,projection_mode,14,3.238,6.35,0.04,sitting,projection
12.5,projection_mode,15,6.149,6.35,0.04,sitting,projection
12.5,projection_mode,16,6.996,6.35,0.04,sitting,projection
12.5,projection_mode,17,2.351,7.25,0.04,sitting,projection
12.5,projection_mode,18,3.238,7.25,0.04,sitting,projection
12.5,projection_mode,19,6.996,7.25,0.04,sitting,projection
12.5,projection_mode,20,7.843,7.25,0.04,sitting,projection
12.5,projection_mode,21,1.464,8.15,0.04,sitting,projection
12.5,projection_mode,22,3.238,8.15,0.04,sitting,projection
12.5,projection_mode,23,6.149,8.15,0.04,sitting,projection
12.5,projection_mode,24,7.843,8.15,0.04,sitting,projection
12.5,projection_mode,25,1.464,9.05,0.145,sitting,projection
12.5,projection_mode,26,2.351,9.05,0.145,sitting,projection
12.5,projection_mode,27,6.996,9.05,0.145,sitting,projection
12.5,projection_mode,28,7.843,9.05,0.145,sitting,projection
12.5,projection_mode,29,2.351,9.95,0.25,sitting,projection
12.5,projection_mode,30,3.238,9.95,0.25,sitting,projection
12.5,projection_mode,31,6.149,9.95,0.25,sitting,projection
12.5,projection_mode,32,7.843,9.95,0.25,sitting,projection
12.5,projection_mode,33,1.464,10.85,0.355,sitting,projection
12.5,projection_mode,34,3.238,10.85,0.355,sitting,projection
12.5,projection_mode,35,6.996,10.85,0.355,sitting,projection
12.5,projection_mode,36,7.843,10.85,0.355,sitting,projection
12.5,projection_mode,37,1.464,11.75,0.46,sitting,projection
12.5,projection_mode,38,2.351,11.75,0.46,sitting,projection
12.5,projection_mode,39,6.149,11.75,0.46,sitting,projection
12.5,projection_mode,40,6.996,11.75,0.46,sitting,projection
12.5,projection_mode,41,2.351,12.65,0.565,sitting,projection
12.5,projection_mode,42,6.149,12.65,0.565,sitting,projection
12.5,projection_mode,43,6.996,12.65,0.565,sitting,projection
12.5,projection_mode,44,7.843,12.65,0.565,sitting,projection
12.5,projection_mode,45,1.464,13.55,0.67,sitting,projection
12.5,projection_mode,46,3.238,13.55,0.67,sitting,projection
12.5,projection_mode,47,6.149,13.55,0.67,sitting,projection
12.5,projection_mode,48,7.843,13.55,0.67,sitting,projection
12.5,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
12.75,projection_mode,1,1.464,3.65,0.04,sitting,projection
12.75,projection_mode,2,3.238,3.65,0.04,sitting,projection
12.75,projection_mode,3,6.149,3.65,0.04,sitting,projection
12.75,projection_mode,4,7.843,3.65,0.04,sitting,projection
12.75,projection_mode,5,2.351,4.55,0.04,sitting,projection
12.75,projection_mode,6,3.238,4.55,0.04,sitting,projection
12.75,projection_mode,7,6.996,4.55,0.04,sitting,projection
12.75,projection_mode,8,7.843,4.55,0.04,sitting,projection
12.75,projection_mode,9,1.464,5.45,0.04,sitting,projection
12.75,projection_mode,10,2.351,5.45,0.04,sitting,projection
12.75,projection_mode,11,6.149,5.45,0.04,sitting,projection
12.75,projection_mode,12,7.843,5.45,0.04,sitting,projection
12.75,projection_mode,13,1.464,6.35,0.04,sitting,projection
12.75,projection_mode,14,3.238,6.35,0.04,sitting,projection
12.75,projection_mode,15,6.149,6.35,0.04,sitting,projection
12.75,projection_mode,16,6.996,6.35,0.04,sitting,projection
12.75,projection_mode,17,2.351,7.25,0.04,sitting,projection
12.75,projection_mode,18,3.238,7.25,0.04,sitting,projection
12.75,projection_mode,19,6.996,7.25,0.04,sitting,projection
12.75,projection_mode,20,7.843,7.25,0.04,sitting,projection
12.75,projection_mode,21,1.464,8.15,0.04,sitting,projection
12.75,projection_mode,22,3.238,8.15,0.04,sitting,projection
12.75,projection_mode,23,6.149,8.15,0.04,sitting,projection
12.75,projection_mode,24,7.843,8.15,0.04,sitting,projection
12.75,projection_mode,25,1.464,9.05,0.145,sitting,projection
12.75,projection_mode,26,2.351,9.05,0.145,sitting,projection
12.75,projection_mode,27,6.996,9.05,0.145,sitting,projection
12.75,projection_mode,28,7.843,9.05,0.145,sitting,projection
12.75,projection_mode,29,2.351,9.95,0.25,sitting,projection
12.75,projection_mode,30,3.238,9.95,0.25,sitting,projection
12.75,projection_mode,31,6.149,9.95,0.25,sitting,projection
12.75,projection_mode,32,7.843,9.95,0.25,sitting,projection
12.75,projection_mode,33,1.464,10.85,0.355,sitting,projection
12.75,projection_mode,34,3.238,10.85,0.355,sitting,projection
12.75,projection_mode,35,6.996,10.85,0.355,sitting,projection
12.75,projection_mode,36,7.843,10.85,0.355,sitting,projection
12.75,projection_mode,37,1.464,11.75,0.46,sitting,projection
12.75,projection_mode,38,2.351,11.75,0.46,sitting,projection
12.75,projection_mode,39,6.149,11.75,0.46,sitting,projection
12.75,projection_mode,40,6.996,11.75,0.46,sitting,projection
12.75,projection_mode,41,2.351,12.65,0.565,sitting,projection
12.75,projection_mode,42,6.149,12.65,0.565,sitting,projection
12.75,projection_mode,43,6.996,12.65,0.565,sitting,projection
12.75,projection_mode,44,7.843,12.65,0.565,sitting,projection
12.75,projection_mode,45,1.464,13.55,0.67,sitting,projection
12.75,projection_mode,46,3.238,13.55,0.67,sitting,projection
12.75,projection_mode,47,6.149,13.55,0.67,sitting,projection
12.75,projection_mode,48,7.843,13.55,0.67,sitting,projection
12.75,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
13.0,projection_mode,1,1.464,3.65,0.04,sitting,projection
13.0,projection_mode,2,3.238,3.65,0.04,sitting,projection
13.0,projection_mode,3,6.149,3.65,0.04,sitting,projection
13.0,projection_mode,4,7.843,3.65,0.04,sitting,projection
13.0,projection_mode,5,2.351,4.55,0.04,sitting,projection
13.0,projection_mode,6,3.238,4.55,0.04,sitting,projection
13.0,projection_mode,7,6.996,4.55,0.04,sitting,projection
13.0,projection_mode,8,7.843,4.55,0.04,sitting,projection
13.0,projection_mode,9,1.464,5.45,0.04,sitting,projection
13.0,projection_mode,10,2.351,5.45,0.04,sitting,projection
13.0,projection_mode,11,6.149,5.45,0.04,sitting,projection
13.0,projection_mode,12,7.843,5.45,0.04,sitting,projection
13.0,projection_mode,13,1.464,6.35,0.04,sitting,projection
13.0,projection_mode,14,3.238,6.35,0.04,sitting,projection
13.0,projection_mode,15,6.149,6.35,0.04,sitting,projection
13.0,projection_mode,16,6.996,6.35,0.04,sitting,projection
13.0,projection_mode,17,2.351,7.25,0.04,sitting,projection
13.0,projection_mode,18,3.238,7.25,0.04,sitting,projection
13.0,projection_mode,19,6.996,7.25,0.04,sitting,projection
13.0,projection_mode,20,7.843,7.25,0.04,sitting,projection
13.0,projection_mode,21,1.464,8.15,0.04,sitting,projection
13.0,projection_mode,22,3.238,8.15,0.04,sitting,projection
13.0,projection_mode,23,6.149,8.15,0.04,sitting,projection
13.0,projection_mode,24,7.843,8.15,0.04,sitting,projection
13.0,projection_mode,25,1.464,9.05,0.145,sitting,projection
13.0,projection_mode,26,2.351,9.05,0.145,sitting,projection
13.0,projection_mode,27,6.996,9.05,0.145,sitting,projection
13.0,projection_mode,28,7.843,9.05,0.145,sitting,projection
13.0,projection_mode,29,2.351,9.95,0.25,sitting,projection
13.0,projection_mode,30,3.238,9.95,0.25,sitting,projection
13.0,projection_mode,31,6.149,9.95,0.25,sitting,projection
13.0,projection_mode,32,7.843,9.95,0.25,sitting,projection
13.0,projection_mode,33,1.464,10.85,0.355,sitting,projection
13.0,projection_mode,34,3.238,10.85,0.355,sitting,projection
13.0,projection_mode,35,6.996,10.85,0.355,sitting,projection
13.0,projection_mode,36,7.843,10.85,0.355,sitting,projection
13.0,projection_mode,37,1.464,11.75,0.46,sitting,projection
13.0,projection_mode,38,2.351,11.75,0.46,sitting,projection
13.0,projection_mode,39,6.149,11.75,0.46,sitting,projection
13.0,projection_mode,40,6.996,11.75,0.46,sitting,projection
13.0,projection_mode,41,2.351,12.65,0.565,sitting,projection
13.0,projection_mode,42,6.149,12.65,0.565,sitting,projection
13.0,projection_mode,43,6.996,12.65,0.565,sitting,projection
13.0,projection_mode,44,7.843,12.65,0.565,sitting,projection
13.0,projection_mode,45,1.464,13.55,0.67,sitting,projection
13.0,projection_mode,46,3.238,13.55,0.67,sitting,projection
13.0,projection_mode,47,6.149,13.55,0.67,sitting,projection
13.0,projection_mode,48,7.843,13.55,0.67,sitting,projection
13.0,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
13.25,projection_mode,1,1.464,3.65,0.04,sitting,projection
13.25,projection_mode,2,3.238,3.65,0.04,sitting,projection
13.25,projection_mode,3,6.149,3.65,0.04,sitting,projection
13.25,projection_mode,4,7.843,3.65,0.04,sitting,projection
13.25,projection_mode,5,2.351,4.55,0.04,sitting,projection
13.25,projection_mode,6,3.238,4.55,0.04,sitting,projection
13.25,projection_mode,7,6.996,4.55,0.04,sitting,projection
13.25,projection_mode,8,7.843,4.55,0.04,sitting,projection
13.25,projection_mode,9,1.464,5.45,0.04,sitting,projection
13.25,projection_mode,10,2.351,5.45,0.04,sitting,projection
13.25,projection_mode,11,6.149,5.45,0.04,sitting,projection
13.25,projection_mode,12,7.843,5.45,0.04,sitting,projection
13.25,projection_mode,13,1.464,6.35,0.04,sitting,projection
13.25,projection_mode,14,3.238,6.35,0.04,sitting,projection
13.25,projection_mode,15,6.149,6.35,0.04,sitting,projection
13.25,projection_mode,16,6.996,6.35,0.04,sitting,projection
13.25,projection_mode,17,2.351,7.25,0.04,sitting,projection
13.25,projection_mode,18,3.238,7.25,0.04,sitting,projection
13.25,projection_mode,19,6.996,7.25,0.04,sitting,projection
13.25,projection_mode,20,7.843,7.25,0.04,sitting,projection
13.25,projection_mode,21,1.464,8.15,0.04,sitting,projection
13.25,projection_mode,22,3.238,8.15,0.04,sitting,projection
13.25,projection_mode,23,6.149,8.15,0.04,sitting,projection
13.25,projection_mode,24,7.843,8.15,0.04,sitting,projection
13.25,projection_mode,25,1.464,9.05,0.145,sitting,projection
13.25,projection_mode,26,2.351,9.05,0.145,sitting,projection
13.25,projection_mode,27,6.996,9.05,0.145,sitting,projection
13.25,projection_mode,28,7.843,9.05,0.145,sitting,projection
13.25,projection_mode,29,2.351,9.95,0.25,sitting,projection
13.25,projection_mode,30,3.238,9.95,0.25,sitting,projection
13.25,projection_mode,31,6.149,9.95,0.25,sitting,projection
13.25,projection_mode,32,7.843,9.95,0.25,sitting,projection
13.25,projection_mode,33,1.464,10.85,0.355,sitting,projection
13.25,projection_mode,34,3.238,10.85,0.355,sitting,projection
13.25,projection_mode,35,6.996,10.85,0.355,sitting,projection
13.25,projection_mode,36,7.843,10.85,0.355,sitting,projection
13.25,projection_mode,37,1.464,11.75,0.46,sitting,projection
13.25,projection_mode,38,2.351,11.75,0.46,sitting,projection
13.25,projection_mode,39,6.149,11.75,0.46,sitting,projection
13.25,projection_mode,40,6.996,11.75,0.46,sitting,projection
13.25,projection_mode,41,2.351,12.65,0.565,sitting,projection
13.25,projection_mode,42,6.149,12.65,0.565,sitting,projection
13.25,projection_mode,43,6.996,12.65,0.565,sitting,projection
13.25,projection_mode,44,7.843,12.65,0.565,sitting,projection
13.25,projection_mode,45,1.464,13.55,0.67,sitting,projection
13.25,projection_mode,46,3.238,13.55,0.67,sitting,projection
13.25,projection_mode,47,6.149,13.55,0.67,sitting,projection
13.25,projection_mode,48,7.843,13.55,0.67,sitting,projection
13.25,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
13.5,projection_mode,1,1.464,3.65,0.04,sitting,projection
13.5,projection_mode,2,3.238,3.65,0.04,sitting,projection
13.5,projection_mode,3,6.149,3.65,0.04,sitting,projection
13.5,projection_mode,4,7.843,3.65,0.04,sitting,projection
13.5,projection_mode,5,2.351,4.55,0.04,sitting,projection
13.5,projection_mode,6,3.238,4.55,0.04,sitting,projection
13.5,projection_mode,7,6.996,4.55,0.04,sitting,projection
13.5,projection_mode,8,7.843,4.55,0.04,sitting,projection
13.5,projection_mode,9,1.464,5.45,0.04,sitting,projection
13.5,projection_mode,10,2.351,5.45,0.04,sitting,projection
13.5,projection_mode,11,6.149,5.45,0.04,sitting,projection
13.5,projection_mode,12,7.843,5.45,0.04,sitting,projection
13.5,projection_mode,13,1.464,6.35,0.04,sitting,projection
13.5,projection_mode,14,3.238,6.35,0.04,sitting,projection
13.5,projection_mode,15,6.149,6.35,0.04,sitting,projection
13.5,projection_mode,16,6.996,6.35,0.04,sitting,projection
13.5,projection_mode,17,2.351,7.25,0.04,sitting,projection
13.5,projection_mode,18,3.238,7.25,0.04,sitting,projection
13.5,projection_mode,19,6.996,7.25,0.04,sitting,projection
13.5,projection_mode,20,7.843,7.25,0.04,sitting,projection
13.5,projection_mode,21,1.464,8.15,0.04,sitting,projection
13.5,projection_mode,22,3.238,8.15,0.04,sitting,projection
13.5,projection_mode,23,6.149,8.15,0.04,sitting,projection
13.5,projection_mode,24,7.843,8.15,0.04,sitting,projection
13.5,projection_mode,25,1.464,9.05,0.145,sitting,projection
13.5,projection_mode,26,2.351,9.05,0.145,sitting,projection
13.5,projection_mode,27,6.996,9.05,0.145,sitting,projection
13.5,projection_mode,28,7.843,9.05,0.145,sitting,projection
13.5,projection_mode,29,2.351,9.95,0.25,sitting,projection
13.5,projection_mode,30,3.238,9.95,0.25,sitting,projection
13.5,projection_mode,31,6.149,9.95,0.25,sitting,projection
13.5,projection_mode,32,7.843,9.95,0.25,sitting,projection
13.5,projection_mode,33,1.464,10.85,0.355,sitting,projection
13.5,projection_mode,34,3.238,10.85,0.355,sitting,projection
13.5,projection_mode,35,6.996,10.85,0.355,sitting,projection
13.5,projection_mode,36,7.843,10.85,0.355,sitting,projection
13.5,projection_mode,37,1.464,11.75,0.46,sitting,projection
13.5,projection_mode,38,2.351,11.75,0.46,sitting,projection
13.5,projection_mode,39,6.149,11.75,0.46,sitting,projection
13.5,projection_mode,40,6.996,11.75,0.46,sitting,projection
13.5,projection_mode,41,2.351,12.65,0.565,sitting,projection
13.5,projection_mode,42,6.149,12.65,0.565,sitting,projection
13.5,projection_mode,43,6.996,12.65,0.565,sitting,projection
13.5,projection_mode,44,7.843,12.65,0.565,sitting,projection
13.5,projection_mode,45,1.464,13.55,0.67,sitting,projection
13.5,projection_mode,46,3.238,13.55,0.67,sitting,projection
13.5,projection_mode,47,6.149,13.55,0.67,sitting,projection
13.5,projection_mode,48,7.843,13.55,0.67,sitting,projection
13.5,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
13.75,projection_mode,1,1.464,3.65,0.04,sitting,projection
13.75,projection_mode,2,3.238,3.65,0.04,sitting,projection
13.75,projection_mode,3,6.149,3.65,0.04,sitting,projection
13.75,projection_mode,4,7.843,3.65,0.04,sitting,projection
13.75,projection_mode,5,2.351,4.55,0.04,sitting,projection
13.75,projection_mode,6,3.238,4.55,0.04,sitting,projection
13.75,projection_mode,7,6.996,4.55,0.04,sitting,projection
13.75,projection_mode,8,7.843,4.55,0.04,sitting,projection
13.75,projection_mode,9,1.464,5.45,0.04,sitting,projection
13.75,projection_mode,10,2.351,5.45,0.04,sitting,projection
13.75,projection_mode,11,6.149,5.45,0.04,sitting,projection
13.75,projection_mode,12,7.843,5.45,0.04,sitting,projection
13.75,projection_mode,13,1.464,6.35,0.04,sitting,projection
13.75,projection_mode,14,3.238,6.35,0.04,sitting,projection
13.75,projection_mode,15,6.149,6.35,0.04,sitting,projection
13.75,projection_mode,16,6.996,6.35,0.04,sitting,projection
13.75,projection_mode,17,2.351,7.25,0.04,sitting,projection
13.75,projection_mode,18,3.238,7.25,0.04,sitting,projection
13.75,projection_mode,19,6.996,7.25,0.04,sitting,projection
13.75,projection_mode,20,7.843,7.25,0.04,sitting,projection
13.75,projection_mode,21,1.464,8.15,0.04,sitting,projection
13.75,projection_mode,22,3.238,8.15,0.04,sitting,projection
13.75,projection_mode,23,6.149,8.15,0.04,sitting,projection
13.75,projection_mode,24,7.843,8.15,0.04,sitting,projection
13.75,projection_mode,25,1.464,9.05,0.145,sitting,projection
13.75,projection_mode,26,2.351,9.05,0.145,sitting,projection
13.75,projection_mode,27,6.996,9.05,0.145,sitting,projection
13.75,projection_mode,28,7.843,9.05,0.145,sitting,projection
13.75,projection_mode,29,2.351,9.95,0.25,sitting,projection
13.75,projection_mode,30,3.238,9.95,0.25,sitting,projection
13.75,projection_mode,31,6.149,9.95,0.25,sitting,projection
13.75,projection_mode,32,7.843,9.95,0.25,sitting,projection
13.75,projection_mode,33,1.464,10.85,0.355,sitting,projection
13.75,projection_mode,34,3.238,10.85,0.355,sitting,projection
13.75,projection_mode,35,6.996,10.85,0.355,sitting,projection
13.75,projection_mode,36,7.843,10.85,0.355,sitting,projection
13.75,projection_mode,37,1.464,11.75,0.46,sitting,projection
13.75,projection_mode,38,2.351,11.75,0.46,sitting,projection
13.75,projection_mode,39,6.149,11.75,0.46,sitting,projection
13.75,projection_mode,40,6.996,11.75,0.46,sitting,projection
13.75,projection_mode,41,2.351,12.65,0.565,sitting,projection
13.75,projection_mode,42,6.149,12.65,0.565,sitting,projection
13.75,projection_mode,43,6.996,12.65,0.565,sitting,projection
13.75,projection_mode,44,7.843,12.65,0.565,sitting,projection
13.75,projection_mode,45,1.464,13.55,0.67,sitting,projection
13.75,projection_mode,46,3.238,13.55,0.67,sitting,projection
13.75,projection_mode,47,6.149,13.55,0.67,sitting,projection
13.75,projection_mode,48,7.843,13.55,0.67,sitting,projection
13.75,projection_mode,57,4.025,1.35,0.16,standing,blackboard-writing
14.0,self_study,1,1.464,3.65,0.04,sitting,writing
14.0,self_study,2,3.238,3.65,0.04,sitting,writing
14.0,self_study,3,6.149,3.65,0.04,sitting,writing
14.0,self_study,4,7.843,3.65,0.04,sitting,writing
14.0,self_study,5,2.351,4.55,0.04,sitting,writing
14.0,self_study,6,3.238,4.55,0.04,sitting,writing
14.0,self_study,7,6.996,4.55,0.04,sitting,writing
14.0,self_study,8,7.843,4.55,0.04,sitting,writing
14.0,self_study,9,1.464,5.45,0.04,sitting,writing
14.0,self_study,10,2.351,5.45,0.04,sitting,writing
14.0,self_study,11,6.149,5.45,0.04,sitting,writing
14.0,self_study,12,7.843,5.45,0.04,sitting,writing
14.0,self_study,13,1.464,6.35,0.04,sitting,writing
14.0,self_study,14,3.238,6.35,0.04,sitting,writing
14.0,self_study,15,6.149,6.35,0.04,sitting,writing
14.0,self_study,16,6.996,6.35,0.04,sitting,writing
14.0,self_study,17,2.351,7.25,0.04,sitting,writing
14.0,self_study,18,3.238,7.25,0.04,sitting,writing
14.0,self_study,19,6.996,7.25,0.04,sitting,writing
14.0,self_study,20,7.843,7.25,0.04,sitting,writing
14.0,self_study,21,1.464,8.15,0.04,sitting,writing
14.0,self_study,22,3.238,8.15,0.04,sitting,writing
14.0,self_study,23,6.149,8.15,0.04,sitting,writing
14.0,self_study,24,7.843,8.15,0.04,sitting,writing
14.0,self_study,25,1.464,9.05,0.145,sitting,writing
14.0,self_study,26,2.351,9.05,0.145,sitting,writing
14.0,self_study,27,6.996,9.05,0.145,sitting,writing
14.0,self_study,28,7.843,9.05,0.145,sitting,writing
14.0,self_study,29,2.351,9.95,0.25,sitting,writing
14.0,self_study,30,3.238,9.95,0.25,sitting,writing
14.0,self_study,31,6.149,9.95,0.25,sitting,writing
14.0,self_study,32,7.843,9.95,0.25,sitting,writing
14.0,self_study,33,1.464,10.85,0.355,sitting,writing
14.0,self_study,34,3.238,10.85,0.355,sitting,writing
14.0,self_study,35,6.996,10.85,0.355,sitting,writing
14.0,self_study,36,7.843,10.85,0.355,sitting,writing
14.0,self_study,37,1.464,11.75,0.46,sitting,writing
14.0,self_study,38,2.351,11.75,0.46,sitting,writing
14.0,self_study,39,6.149,11.75,0.46,sitting,writing
14.0,self_study,40,6.996,11.75,0.46,sitting,writing
14.0,self_study,41,2.351,12.65,0.565,sitting,writing
14.0,self_study,42,6.149,12.65,0.565,sitting,writing
14.0,self_study,43,6.996,12.65,0.565,sitting,writing
14.0,self_study,44,7.843,12.65,0.565,sitting,writing
14.0,self_study,45,1.464,13.55,0.67,sitting,writing
14.0,self_study,46,3.238,13.55,0.67,sitting,writing
14.0,self_study,47,6.149,13.55,0.67,sitting,writing
14.0,self_study,48,7.843,13.55,0.67,sitting,writing
14.0,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
14.25,self_study,1,0.678,3.65,0.04,standing,walking
14.25,self_study,2,4.442,3.65,0.04,standing,walking
14.25,self_study,3,5.486,3.65,0.04,standing,walking
14.25,self_study,4,9.03,3.65,0.04,standing,discussion
14.25,self_study,5,0.718,4.55,0.04,standing,walking
14.25,self_study,6,4.245,4.55,0.04,standing,walking
14.25,self_study,7,8.503,4.55,0.04,standing,walking
14.25,self_study,8,8.151,4.55,0.04,sitting,writing
14.25,self_study,9,1.464,5.45,0.04,sitting,writing
14.25,self_study,10,2.351,5.45,0.04,sitting,writing
14.25,self_study,11,6.149,5.45,0.04,sitting,writing
14.25,self_study,12,7.843,5.45,0.04,sitting,writing
14.25,self_study,13,1.464,6.35,0.04,sitting,writing
14.25,self_study,14,3.238,6.35,0.04,sitting,writing
14.25,self_study,15,6.149,6.35,0.04,sitting,writing
14.25,self_study,16,6.996,6.35,0.04,sitting,writing
14.25,self_study,17,2.351,7.25,0.04,sitting,writing
14.25,self_study,18,3.238,7.25,0.04,sitting,writing
14.25,self_study,19,6.996,7.25,0.04,sitting,writing
14.25,self_study,20,7.843,7.25,0.04,sitting,writing
14.25,self_study,21,1.464,8.15,0.04,sitting,writing
14.25,self_study,22,3.238,8.15,0.04,sitting,writing
14.25,self_study,23,6.149,8.15,0.04,sitting,writing
14.25,self_study,24,7.843,8.15,0.04,sitting,writing
14.25,self_study,25,0.712,9.05,0.145,standing,walking
14.25,self_study,26,0.718,9.05,0.145,standing,walking
14.25,self_study,27,9.03,9.05,0.145,standing,walking
14.25,self_study,28,8.722,9.05,0.145,standing,walking
14.25,self_study,29,1.928,9.95,0.25,sitting,writing
14.25,self_study,30,3.238,9.95,0.25,sitting,writing
14.25,self_study,31,6.149,9.95,0.25,sitting,writing
14.25,self_study,32,7.843,9.95,0.25,sitting,writing
14.25,self_study,33,1.464,10.85,0.355,sitting,writing
14.25,self_study,34,3.238,10.85,0.355,sitting,writing
14.25,self_study,35,6.996,10.85,0.355,sitting,writing
14.25,self_study,36,7.843,10.85,0.355,sitting,writing
14.25,self_study,37,1.464,11.75,0.46,sitting,writing
14.25,self_study,38,2.351,11.75,0.46,sitting,writing
14.25,self_study,39,6.149,11.75,0.46,sitting,writing
14.25,self_study,40,6.996,11.75,0.46,sitting,writing
14.25,self_study,41,2.351,12.65,0.565,sitting,writing
14.25,self_study,42,6.149,12.65,0.565,sitting,writing
14.25,self_study,43,6.996,12.65,0.565,sitting,writing
14.25,self_study,44,7.843,12.65,0.565,sitting,writing
14.25,self_study,45,1.464,13.55,0.67,sitting,writing
14.25,self_study,46,3.238,13.55,0.67,sitting,writing
14.25,self_study,47,6.149,13.55,0.67,sitting,writing
14.25,self_study,48,7.843,13.55,0.67,sitting,writing
14.25,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
14.5,self_study,1,0.62,3.65,0.04,standing,walking
14.5,self_study,2,4.91,3.65,0.04,standing,walking
14.5,self_study,3,4.982,3.65,0.04,standing,walking
14.5,self_study,4,9.03,3.65,0.04,standing,discussion
14.5,self_study,5,0.649,4.55,0.04,standing,walking
14.5,self_study,6,4.641,4.55,0.04,standing,walking
14.5,self_study,7,9.03,4.55,0.04,standing,discussion
14.5,self_study,8,9.03,4.55,0.04,standing,discussion
14.5,self_study,9,0.7,5.45,0.04,standing,walking
14.5,self_study,10,0.71,5.45,0.04,standing,walking
14.5,self_study,11,5.582,5.45,0.04,standing,walking
14.5,self_study,12,9.03,5.45,0.04,standing,discussion
14.5,self_study,13,0.836,6.35,0.04,standing,walking
14.5,self_study,14,3.617,6.35,0.04,sitting,writing
14.5,self_study,15,6.138,6.35,0.04,sitting,writing
14.5,self_study,16,6.996,6.35,0.04,sitting,writing
14.5,self_study,17,2.351,7.25,0.04,sitting,writing
14.5,self_study,18,3.238,7.25,0.04,sitting,writing
14.5,self_study,19,6.996,7.25,0.04,sitting,writing
14.5,self_study,20,7.843,7.25,0.04,sitting,writing
14.5,self_study,21,1.464,8.15,0.04,sitting,writing
14.5,self_study,22,3.238,8.15,0.04,sitting,writing
14.5,self_study,23,6.149,8.15,0.04,sitting,writing
14.5,self_study,24,7.843,8.15,0.04,sitting,writing
14.5,self_study,25,0.638,9.05,0.145,standing,walking
14.5,self_study,26,0.649,9.05,0.145,standing,walking
14.5,self_study,27,9.03,9.05,0.145,standing,discussion
14.5,self_study,28,9.03,9.05,0.145,standing,discussion
14.5,self_study,29,0.688,9.95,0.25,standing,walking
14.5,self_study,30,4.382,9.95,0.25,standing,walking
14.5,self_study,31,5.534,9.95,0.25,standing,walking
14.5,self_study,32,7.843,9.95,0.25,sitting,writing
14.5,self_study,33,1.464,10.85,0.355,sitting,writing
14.5,self_study,34,4.088,10.85,0.355,standing,walking
14.5,self_study,35,7.761,10.85,0.355,sitting,writing
14.5,self_study,36,7.866,10.85,0.355,sitting,writing
14.5,self_study,37,1.464,11.75,0.46,sitting,writing
14.5,self_study,38,2.351,11.75,0.46,sitting,writing
14.5,self_study,39,6.149,11.75,0.46,sitting,writing
14.5,self_study,40,6.996,11.75,0.46,sitting,writing
14.5,self_study,41,2.351,12.65,0.565,sitting,writing
14.5,self_study,42,6.149,12.65,0.565,sitting,writing
14.5,self_study,43,6.996,12.65,0.565,sitting,writing
14.5,self_study,44,7.843,12.65,0.565,sitting,writing
14.5,self_study,45,1.464,13.55,0.67,sitting,writing
14.5,self_study,46,3.238,13.55,0.67,sitting,writing
14.5,self_study,47,6.149,13.55,0.67,sitting,writing
14.5,self_study,48,7.843,13.55,0.67,sitting,writing
14.5,self_study,57,4.025,1.35,0.16,standing,blackboard-writing
14.75,self_study,1,0.675,3.141,0.04,standing,walking
14.75,self_study,2,4.639,3.259,0.04,standing,walking
14.75,self_study,3,5.128,3.373,0.04,standing,walking
14.75,self_study,4,9.03,3.476,0.04,standing,walking
14.75,self_study,5,0.63,4.374,0.04,standing,walking
14.75,self_study,6,4.904,4.492,0.04,standing,walking
14.75,self_study,7,9.03,4.548,0.04,standing,walking
14.75,self_study,8,9.03,4.55,0.04,standing,discussion
14.75,self_study,9,0.627,5.45,0.04,standing,walking
14.75,self_study,10,0.635,5.45,0.04,standing,walking
14.75,self_study,11,5.101,5.45,0.04,standing,walking
14.75,self_study,12,9.03,5.45,0.04,standing,discussion
14.75,self_study,13,0.672,6.35,0.04,standing,walking
14.75,self_study,14,4.484,6.35,0.04,standing,walking
14.75,self_study,15,5.449,6.35,0.04,standing,walking
14.75,self_study,16,6.996,6.35,0.04,sitting,writing
14.75,self_study,17,0.715,7.25,0.04,standing,walking
14.75,self_study,18,4.249,7.25,0.04,standing,walking
14.75,self_study,19,8.879,7.25,0.04,standing,walking
14.75,self_study,20,8.436,7.25,0.04,sitting,writing
14.75,self_study,21,1.408,8.15,0.04,sitting,writing
14.75,self_study,22,3.238,8.15,0.04,sitting,writing
14.75,self_study,23,6.149,8.15,0.04,sitting,writing
14.75,self_study,24,7.843,8.15,0.04,sitting,writing
14.75,self_study,25,0.639,7.865,0.125,standing,walking
14.75,self_study,26,0.63,8.443,0.135,standing,walking
14.75,self_study,27,9.03,8.85,0.142,standing,walking
14.75,self_study,28,9.03,9.042,0.145,standing,walking
14.75,self_study,29,0.621,9.95,0.25,standing,walking
14.75,self_study,30,4.881,9.95,0.25,standing,walking
14.75,self_study,31,5.027,9.95,0.25,standing,walking
